ax,ay,az,gx,gy,gz,activity
-8920,19936,-2704,2820,3215,2716,4
-8928,21336,-2528,992,-4315,3787,4
-3360,20052,1216,-1132,-8181,6168,4
60,14744,1928,-1515,-6446,3311,4
2032,12088,100,-139,1286,-1671,4
-108,13376,-1192,1302,4356,-3785,4
-1124,15844,-828,1721,4976,-2725,4
-2392,17468,-92,761,2463,-100,4
-1760,16788,-436,-639,-838,1164,4
-1336,14948,-452,-1062,-1848,632,4
-2552,14708,-240,-1479,-3664,-650,4
-1500,15860,-476,-2242,-4782,-1219,4
344,15992,-1128,-2524,-4487,-678,4
1096,16076,-1448,-2741,-3778,-7,4
472,15668,-1176,-2962,-2894,227,4
-664,14796,-1352,-2713,-2588,-863,4
-1444,13840,-1608,-1846,-2466,-2768,4
-2748,13764,-1512,-1163,-4311,-2511,4
-764,14628,-340,-539,-4202,-314,4
-1172,16940,1224,-1315,-2756,-605,4
-2384,17820,1916,-2828,-5063,-912,4
-136,17392,568,-2901,-2861,-1602,4
-312,17436,560,-3608,-1274,-3760,4
-1208,15948,36,-4477,-178,-5337,4
-1556,16228,172,-6175,1511,-5268,4
-2752,14860,860,-7092,1196,-5943,4
-3320,15228,2236,-7838,-248,-5604,4
-3660,15660,2704,-8046,-1196,-5585,4
-3808,15100,3132,-7464,-1174,-6553,4
-4484,15304,1940,-7479,-1921,-6601,4
-4280,14956,2868,-7530,-4041,-5291,4
-4192,15252,3108,-8663,-4825,-5130,4
-3944,14992,4164,-10024,-4602,-5721,4
-4660,15520,5816,-11400,-3611,-5956,4
-4472,13912,7076,-12265,-3365,-6683,4
-5116,13248,8352,-11220,-2410,-8018,4
-5764,13436,8624,-9679,-1294,-8912,4
-6504,12860,8420,-8340,-386,-9361,4
-6536,12588,8636,-7625,526,-9000,4
-7092,12064,8760,-7226,2239,-10274,4
-8808,11320,8140,-6220,3162,-12441,4
-10796,10252,7380,-5212,1844,-11497,4
-10096,10456,10012,-5321,4203,-12444,4
-13564,11548,12040,-4454,5214,-14335,4
-15732,12776,11712,-3619,1721,-11006,4
-14896,13032,11208,-4048,-2062,-7601,4
-12500,11932,10344,-3952,-2497,-6516,4
-12804,10472,9040,-4040,-3260,-4408,4
-12268,8372,8732,-4731,-4397,-2509,4
-10380,7772,8800,-4251,-4011,-2092,4
-10188,8336,9092,-4510,-4808,-1785,4
-9180,7500,10140,-5371,-4672,-1166,4
-9244,6220,11040,-5835,-3580,-867,4
-10288,6180,11820,-5553,-2900,-650,4
-10612,6600,12748,-5618,-3036,-314,4
-10268,7012,13376,-5231,-3311,-91,4
-10600,7068,13368,-4798,-3115,-609,4
-11092,7000,13000,-4204,-3664,-510,4
-9520,6708,12112,-3661,-3081,226,4
-9112,6436,11628,-3805,-1170,-1045,4
-9644,5492,11376,-3668,-290,-1640,4
-10332,4444,11640,-2980,-4,-940,4
-11084,4352,12260,-1764,-639,92,4
-11040,4944,13144,-774,-1015,462,4
-10560,5444,13364,35,-856,393,4
-10096,5964,13208,551,-185,193,4
-9832,6312,12852,858,-66,-218,4
-10252,6556,12196,523,168,-49,4
-10336,6516,11928,-35,502,-326,4
-11312,6132,11944,-406,98,-565,4
-11740,6068,12420,-470,-1009,569,4
-10620,6096,12880,-309,-1376,1083,4
-10200,6564,13148,-113,-1331,1023,4
-9820,6716,12668,-179,-525,8,4
-10216,6360,12160,-284,186,-984,4
-10736,6092,11836,-132,215,-1750,4
-11344,6632,11828,-143,-496,-1650,4
-11172,6576,12444,-364,-1331,-674,4
-10944,6568,12756,-549,-1718,141,4
-10460,6716,12920,-545,-1466,261,4
-9928,6416,12664,-410,-534,-1142,4
-10276,5940,12372,-258,-259,-2017,4
-11156,5372,12044,91,-582,-2032,4
-11212,5372,11904,487,-1192,-1495,4
-10764,5816,11972,590,-1376,-1156,4
-10504,6352,12024,446,-1298,-1122,4
-10396,6272,12328,44,-1532,-960,4
-10072,6000,12540,-331,-1081,-672,4
-10216,5740,12892,-376,-560,-672,4
-10684,5340,12864,-72,-23,-1207,4
-11252,4996,12388,290,255,-1753,4
-11064,4776,11960,838,-159,-1502,4
-10648,5108,11728,1313,163,-1473,4
-10876,5764,11540,1238,4,-1195,4
-11056,6372,12172,596,-700,-683,4
-11048,6736,12684,-204,-1099,-309,4
-10800,6360,12920,-257,-524,-340,4
-10852,5172,12564,-469,-224,-36,4
-10988,5016,12516,-297,-266,340,4
-10864,5596,12204,-93,-488,538,4
-10980,5724,12040,-178,-452,458,4
-11036,5732,11888,-299,-529,424,4
-11360,5720,11820,-330,-772,423,4
-11240,5744,12236,-304,-854,238,4
-11164,5716,12032,-161,-917,-57,4
-11092,5588,12140,-244,-917,-273,4
-10988,5568,12052,-281,-913,-324,4
-10760,5528,12344,-165,-866,-284,4
-10968,5692,12492,-155,-835,-279,4
-11064,5644,12700,-131,-969,-247,4
-10996,5712,12444,90,-1095,-206,4
-10740,5624,12304,110,-1067,-235,4
-10696,5540,12064,26,-841,-497,4
-10772,5656,12304,-106,-720,-609,4
-11348,5552,12400,-225,-845,-505,4
-11300,5524,12380,-226,-1006,-311,4
-10824,5404,12216,-182,-1060,-16,4
-10788,5536,12424,-42,-962,78,4
-10736,5504,12140,-85,-826,-137,4
-10812,5536,12076,-120,-829,-217,4
-11012,5240,12436,-140,-934,-172,4
-10968,5204,12424,-95,-852,-111,4
-10900,5276,12652,-24,-713,-138,4
-10900,5288,12668,34,-542,-244,4
-10980,5504,12392,22,-506,-348,4
-11128,5356,12240,23,-555,-372,4
-11084,5612,12200,23,-548,-414,4
-11088,5404,12192,-6,-595,-384,4
-10764,5152,12272,-67,-700,-167,4
-10824,5328,12316,-54,-632,-187,4
-10920,5268,12520,-34,-530,-321,4
-11016,5080,12232,1,-482,-325,4
-11096,5184,12316,37,-511,-240,4
-11056,5300,12384,50,-672,40,4
-11108,5436,12488,41,-736,128,4
-11028,5588,12400,37,-736,133,4
-11132,5520,12452,-64,-875,228,4
-11076,5424,12452,-72,-939,290,4
-10560,5492,12324,-65,-858,173,4
-10932,5280,12288,-8,-657,-73,4
-11088,5216,12172,31,-655,-199,4
-11140,5324,12196,30,-743,-115,4
-10828,5248,12396,23,-898,60,4
-11092,5448,12536,-19,-905,92,4
-10956,5492,12416,-39,-816,50,4
-10880,5464,12396,-131,-709,40,4
-11048,5188,12164,-122,-721,-10,4
-10900,5072,12288,-34,-657,-70,4
-10928,5356,12212,65,-642,-41,4
-11004,5448,12464,90,-623,-96,4
-11124,5520,12380,5,-628,-137,4
-11060,5504,12492,-93,-961,-99,4
-11068,5244,12428,-16,-709,-145,4
-11020,5180,12244,33,-648,-49,4
-11048,5272,12260,102,-564,-67,4
-11152,5284,12160,55,-621,-22,4
-11092,5584,12152,12,-738,-60,4
-11040,5296,12240,25,-794,0,4
-11024,5184,12064,32,-713,13,4
-11064,5296,12060,37,-627,-247,4
-11120,5284,12244,33,-663,-23,4
-11024,5284,12188,56,-668,-102,4
-10920,5412,12148,38,-561,-245,4
-10920,5588,12276,-43,-535,-279,4
-11148,5540,12440,-84,-519,-216,4
-11116,5492,12616,-94,-658,-40,4
-11004,5444,12408,-49,-628,-120,4
-10772,5252,12236,-52,-553,-235,4
-11028,5172,12036,11,-553,-189,4
-11292,5224,12160,52,-646,-107,4
-11140,5268,12368,79,-743,-107,4
-11076,5484,12256,61,-820,-43,4
-10940,5224,12404,-35,-724,-107,4
-11112,5364,12224,-97,-634,-105,4
-11384,5628,12248,-40,-638,-38,4
-11132,5444,12304,-78,-634,-26,4
-11116,5384,12316,-86,-704,-245,4
-11196,5280,12304,-75,-686,13,4
-11236,5432,12072,-71,-656,8,4
-11180,5160,12312,-44,-657,-92,4
-11136,5528,12160,-50,-701,-92,4
-11188,5308,12096,-48,-732,-89,4
-11088,5320,12240,-44,-754,-106,4
-11032,5240,12332,-25,-648,-157,4
-11184,5272,12528,-30,-624,-114,4
-11192,5244,12384,-40,-711,42,4
-11060,5200,12304,-3,-782,116,4
-10828,5264,12208,9,-729,70,4
-11172,5148,12244,27,-774,60,4
-11160,5188,12244,79,-807,71,4
-11120,5152,12304,76,-762,10,4
-11120,5436,12156,46,-702,-22,4
-11092,5120,12112,6,-715,-76,4
-11112,5368,12192,-28,-668,-118,4
-11096,5356,12156,-38,-679,-92,4
-11116,5308,12188,-30,-686,-57,4
-11100,5372,12168,-34,-648,-134,4
-11100,5276,12120,-36,-661,-37,4
-11088,5364,12396,-64,-716,-2,4
-11132,5124,12188,-96,-747,-69,4
-11040,5268,12344,-57,-756,-50,4
-11116,5372,12284,-87,-773,-33,4
-11296,5500,12416,-132,-867,-131,4
-11348,5880,12404,-199,-1155,-105,4
-11216,5884,12412,-397,-1351,-66,4
-10792,5752,12280,-681,-1126,-411,4
-11044,5216,12056,-843,-731,-603,4
-11084,4404,12132,-503,-687,-430,4
-11116,4544,12528,-84,-970,-113,4
-10964,5040,12624,90,-1143,39,4
-11200,5348,12384,28,-839,-295,4
-11012,5384,12568,-92,-663,-325,4
-11180,5052,12464,-100,-664,-17,4
-11160,4968,12420,-92,-796,192,4
-11144,4876,12352,16,-928,244,4
-11092,4980,12360,36,-925,244,4
-11044,5372,12520,-67,-858,82,4
-11084,5256,12404,-173,-792,-131,4
-11220,5272,12340,-199,-873,-106,4
-11048,5292,12300,-273,-981,-45,4
-11256,5084,12656,-291,-1305,178,4
-11160,5140,12760,-334,-1582,563,4
-10628,5424,12792,-427,-1341,609,4
-10508,5028,12072,-387,-737,171,4
-10944,4560,12008,-189,-634,110,4
-11092,4532,12180,123,-671,196,4
-10964,4692,12260,378,-776,243,4
-10988,5236,12480,411,-632,155,4
-10936,5544,12560,361,-538,123,4
-10936,5716,12740,211,-676,165,4
-10824,5660,12860,48,-684,93,4
-10796,5260,12380,-17,-478,-97,4
-10936,5044,12384,130,-387,-52,4
-11032,5068,12356,288,-518,113,4
-10904,5048,12288,361,-616,306,4
-10828,5116,12368,439,-515,360,4
-10896,5124,12476,532,-268,376,4
-11076,5120,12452,607,-129,279,4
-11060,5248,12344,643,-60,199,4
-11056,5480,12264,616,-199,174,4
-11088,5676,12320,544,-342,128,4
-11080,5764,12288,438,-421,181,4
-10936,5664,12204,261,-477,131,4
-11068,5876,12240,132,-545,-24,4
-11196,5968,12324,-9,-741,80,4
-10932,5752,12268,-104,-687,11,4
-11096,5500,11992,-93,-432,-125,4
-11180,5620,12124,-53,-621,-28,4
-11028,5612,12240,-39,-633,-133,4
-11112,5404,11800,-18,-621,-164,4
-11188,5356,12148,6,-729,-150,4
-11076,5448,12148,35,-761,-99,4
-11144,5504,12060,53,-778,-96,4
-11044,5532,12156,42,-790,-54,4
-11020,5680,12160,-12,-829,-254,4
-10984,5556,12192,-58,-784,-32,4
-10984,5536,12164,-22,-662,-116,4
-11084,5520,12116,-13,-627,-109,4
-11132,5548,12044,18,-649,-58,4
-11064,5600,12140,-67,-625,-51,4
-11240,5504,12088,-64,-576,-151,4
-11028,5496,12172,-56,-536,-207,4
-11092,5544,12244,-46,-474,-5,4
-11140,5408,11824,-30,-260,-273,4
-11232,5404,12164,-1,-606,-160,4
-11176,5456,12224,50,-732,-38,4
-11148,5568,12288,62,-890,91,4
-10992,5532,12152,14,-892,40,4
-10972,5424,12028,38,-516,35,4
-10824,5200,12092,94,-625,130,4
-10936,5360,12096,250,-454,242,4
-11144,5476,12268,360,-442,358,4
-11260,5760,12224,354,-547,352,4
-11148,6120,12172,511,-744,239,4
-11084,5840,12204,79,-827,188,4
-10776,5384,12116,253,-689,190,4
-11056,5512,12220,36,-600,267,4
-11104,5372,12000,188,-612,294,4
-11096,5448,12120,314,-734,272,4
-11176,5436,12052,476,-954,399,4
-11196,5568,12068,653,-1269,734,4
-11180,5664,12044,764,-1307,1052,4
-10968,6132,12296,763,-1088,1057,4
-10732,6152,12140,707,-711,586,4
-11076,6208,12024,588,-766,41,4
-11292,6328,11772,414,-1092,37,4
-11244,5972,11680,367,-1089,115,4
-10640,5872,11984,350,-987,280,4
-10636,5680,11876,373,-687,164,4
-11112,5696,12000,491,-721,185,4
-11144,6192,12124,656,-996,370,4
-10980,6560,12120,642,-948,110,4
-10936,6896,12152,385,-663,-187,4
-10840,6332,12204,206,-768,-241,4
-10896,6172,11956,156,-495,-453,4
-10892,5976,12056,134,-470,-640,4
-10988,5896,11972,296,-400,-674,4
-10760,5824,11884,483,-249,-643,4
-10816,5824,11944,607,-67,-740,4
-10976,5832,11748,689,-102,-700,4
-11208,6084,11864,743,-415,-545,4
-11168,6496,12200,733,-813,-238,4
-10756,6780,12404,612,-772,370,4
-10716,6608,11956,407,-406,5,4
-10920,5916,11816,442,-405,72,4
-10912,6116,11640,495,-512,-29,4
-10964,6184,11512,570,148,-115,4
-11204,6364,11420,767,396,-249,4
-11272,6704,11556,360,71,-609,4
-11688,6772,11508,163,-618,-764,4
-11368,6484,11576,-52,-809,-383,4
-10924,6132,11660,-97,-581,-218,4
-10988,5740,11468,83,-228,-285,4
-11500,5664,11320,351,-213,-160,4
-11392,6132,11584,487,-429,-21,4
-11452,6576,11720,408,-565,-3,4
-11280,6696,11592,250,-630,-77,4
-11324,6588,11284,152,-742,-200,4
-11332,6036,11500,182,-800,-182,4
-11140,6136,11300,299,-787,-137,4
-11108,6172,11404,345,-653,-112,4
-11172,6288,11268,318,-651,-98,4
-11520,6508,11576,185,-752,-44,4
-11252,6284,11552,45,-804,100,4
-11332,6356,11680,31,-741,268,4
-11068,6384,11612,-34,-643,366,4
-11200,6120,11396,-8,-658,335,4
-11504,6108,11384,102,-737,327,4
-11232,6212,11688,236,-817,352,4
-11316,6556,11340,274,-775,263,4
-11172,6744,11360,291,-802,171,4
-11300,6900,11420,180,-730,62,4
-11164,6720,11440,98,-581,-35,4
-11168,6680,11268,86,-530,-105,4
-11348,6616,11276,149,-562,-145,4
-11364,6680,11068,136,-607,-172,4
-11336,6452,11132,65,-602,-223,4
-11236,6384,11252,-2,-592,-238,4
-11216,6396,11236,-37,-577,-264,4
-11092,6296,11740,13,-559,-350,4
-11268,6156,11488,92,-618,-384,4
-11392,6292,11468,133,-735,-234,4
-11452,6520,11428,164,-788,-61,4
-11388,6524,11196,192,-796,-80,4
-11260,6644,11140,111,-737,-142,4
-11248,6572,11112,-18,-718,-139,4
-11044,6396,11356,-56,-572,-249,4
-11320,6304,11352,25,-514,-337,4
-11424,6268,11384,58,-602,-326,4
-11680,6648,11504,84,-705,-193,4
-11316,6520,11348,6,-728,-79,4
-11340,6488,11316,-61,-744,-19,4
-11248,6328,11092,-94,-687,-100,4
-11280,6184,11228,-42,-638,-133,4
-11448,6204,11380,8,-633,-183,4
-11400,6232,11316,62,-673,-139,4
-11268,6456,11296,25,-700,-141,4
-11396,6356,11480,-34,-640,-142,4
-11336,6292,11308,-111,-647,-131,4
-11360,6208,11328,-52,-650,-64,4
-11464,6300,11304,-25,-668,-28,4
-11416,6308,11248,-14,-702,17,4
-11324,6324,11272,-9,-782,5,4
-11364,6344,11380,-61,-774,255,4
-11324,6328,11260,-60,-697,1,4
-11372,6628,11208,-37,-650,-51,4
-11364,6420,11272,-36,-668,-107,4
-11472,6488,11516,-33,-720,-114,4
-11428,6404,11336,-92,-703,-81,4
-11240,6180,11356,-82,-679,-33,4
-11384,6280,11344,-39,-714,-52,4
-11520,6340,11280,-24,-745,-9,4
-11308,6340,11424,-7,-750,4,4
-11336,6288,11352,-38,-1016,-47,4
-11316,6380,11268,-6,-723,-2,4
-11352,6156,11276,-25,-698,-78,4
-11340,6268,11016,-38,-701,-112,4
-11456,6396,11476,-29,-664,-88,4
-11400,6300,11324,-63,-675,-65,4
-11352,6364,11048,-50,-679,-100,4
-11424,6220,11452,-12,-683,-72,4
-11392,6204,11280,-21,-681,-51,4
-11348,6200,11220,-22,-639,-133,4
-11468,6320,10852,-124,-628,-210,4
-11436,5924,11256,-124,-609,-200,4
-11508,5984,11116,-19,-673,-116,4
-11708,6264,11268,24,-765,50,4
-11448,6264,11324,30,-841,52,4
-11288,6356,11328,27,-811,18,4
-11316,6216,11268,13,-659,-125,4
-11420,6368,11336,13,-557,-242,4
-11400,6392,11272,-29,-590,-213,4
-11532,6232,11080,27,-628,-224,4
-11452,6196,11200,67,-629,-242,4
-11376,6168,11172,106,-600,-245,4
-11480,6296,11108,142,-640,-1,4
-11692,6344,11188,142,-648,-183,4
-11468,6312,11200,52,-602,-191,4
-11480,6256,11256,16,-656,-201,4
-11304,6384,11328,60,-710,-160,4
-11660,6236,11272,91,-776,-100,4
-11744,6328,11140,90,-745,-111,4
-11464,6244,11088,44,-738,-101,4
-11476,6220,11352,-248,-774,-63,4
-11276,6192,11172,-17,-730,-66,4
-11476,6236,11212,8,-674,-100,4
-11736,6280,11236,31,-683,-63,4
-11508,6268,11476,21,-724,23,4
-11444,6280,11128,-22,-786,114,4
-11428,6396,11024,-42,-821,103,4
-11432,6132,11192,2,-812,37,4
-11504,6208,11016,32,-747,27,4
-11484,6320,11136,53,-713,239,4
-11772,6340,11236,18,-771,-11,4
-11488,6296,11240,-255,-820,-11,4
-11464,6148,11036,31,-783,-34,4
-11472,6280,11240,4,-736,-37,4
-11436,6256,11136,29,-747,-14,4
-11516,6224,11200,1,-750,-17,4
-11520,6284,11160,-25,-720,-15,4
-11456,6276,11496,-11,-692,-30,4
-11428,6276,11272,0,-708,-251,4
-11696,6308,11012,-13,-733,-46,4
-11584,6296,11132,-51,-744,-58,4
-11372,6220,11200,-50,-749,-78,4
-11460,6208,11128,-19,-736,-53,4
-11520,6376,11136,-252,-740,14,4
-11740,6152,11160,-44,-786,-9,4
-11496,6292,11168,-87,-813,-5,4
-11444,6228,11072,-107,-747,65,4
-11456,6172,11184,-89,-691,32,4
-11488,6236,11272,-25,-753,49,4
-11512,6292,11240,-47,-781,50,4
-11324,6256,11472,-38,-804,22,4
-11432,6268,11236,-28,-753,26,4
-11380,6360,11516,-41,-690,-14,4
-11412,6288,11112,-29,-700,-51,4
-11536,6344,11444,-33,-707,-63,4
-11556,6352,11136,-31,-712,-18,4
-11512,6340,11156,-47,-689,-11,4
-11532,6292,11024,-18,-721,-41,4
-11440,6208,11072,-28,-730,-116,4
-11412,6296,11168,-20,-737,-107,4
-11472,6340,11204,-2,-514,-140,4
-11412,5900,11264,53,-784,-140,4
-11488,6212,11248,23,-797,-94,4
-11652,6056,11204,26,-773,-78,4
-11368,6384,11260,15,-692,-55,4
-11360,6368,11436,-42,-670,-48,4
-11400,6364,11092,-91,-711,52,4
-11416,6436,11212,-96,-728,153,4
-11348,6344,11084,-91,-717,96,4
-11456,6268,11188,-50,-709,7,4
-11460,6276,10984,-50,-698,-16,4
-11496,6312,11296,-45,-664,-87,4
-11452,6256,11200,-41,-650,-102,4
-11456,6212,11184,-12,-702,-122,4
-11416,6200,11024,24,-778,-133,4
-11456,6156,11240,6,-791,-114,4
-11476,6176,11220,7,-1022,-66,4
-11492,6368,11208,-24,-727,-10,4
-11408,6284,11152,-32,-726,33,4
-11472,6300,11304,-38,-717,25,4
-11440,6156,11084,-69,-740,245,4
-11472,6296,11120,-67,-677,-7,4
-11492,6320,11320,-67,-661,-27,4
-11524,6356,11144,-70,-717,-6,4
-11540,6244,11224,-29,-740,-22,4
-11368,6212,11232,-42,-752,-5,4
-11324,6280,11468,-49,-736,-24,4
-11384,6204,11096,2,-734,63,4
-11372,6280,11196,-36,-761,107,4
-11332,6316,11140,-15,-793,65,4
-11420,6176,11088,-17,-762,247,4
-11336,6472,11364,-6,-701,-82,4
-11464,6432,11200,-27,-686,-127,4
-11548,6320,11260,-27,-745,-123,4
-11536,6300,11188,-24,-679,-100,4
-11476,6524,11308,-54,-587,-113,4
-11484,6488,11236,-82,-610,-66,4
-11464,6332,11424,-116,-684,-113,4
-11436,6232,11252,-118,-659,-163,4
-11480,6160,11276,-113,-597,-148,4
-11480,6096,11276,-60,-576,-111,4
-11520,5976,11256,-41,-727,-98,4
-11492,6020,11276,72,-802,55,4
-11456,6040,11572,-5,-726,295,4
-11520,6304,11388,109,-731,355,4
-11676,6592,10828,287,-782,66,4
-11444,6480,10760,52,-543,-170,4
-11272,6300,10904,-21,-416,-226,4
-11524,6232,11008,-101,-599,-162,4
-11640,6196,11112,39,-1016,-48,4
-11628,6296,11352,200,-953,-9,4
-11424,6484,11332,170,-1022,56,4
-11380,6492,11164,74,-986,12,4
-11324,6424,11028,-86,-853,-10,4
-11376,6276,11172,-127,-713,-6,4
-11452,6304,11228,-84,-720,108,4
-11360,6288,11036,-71,-760,87,4
-11364,6392,11296,-80,-762,32,4
-11412,6348,11356,-128,-697,61,4
-11420,6340,11160,-98,-641,66,4
-11492,6260,11152,-70,-661,19,4
-11516,6300,11200,-78,-717,-32,4
-11576,6276,11216,-43,-724,-26,4
-11412,6256,11164,11,-741,-74,4
-11336,6244,11188,-13,-730,-77,4
-11408,6184,11148,-35,-759,-96,4
-11476,6168,11180,-57,-750,-77,4
-11380,6300,11208,-23,-746,-23,4
-11436,6432,11084,12,-513,-23,4
-11392,6360,11128,-31,-725,-111,4
-11384,6232,11180,-91,-655,3,4
-11400,6208,11220,-41,-703,9,4
-11456,6336,11404,4,-754,247,4
-11348,6380,11200,-27,-814,20,4
-11412,6600,11232,-85,-777,-18,4
-11368,6296,10836,-97,-667,-75,4
-11492,6336,11244,-61,-633,-127,4
-11724,6172,11064,-37,-662,-146,4
-11504,6412,11120,-37,-767,-101,4
-11444,6244,11344,-55,-758,-91,4
-11464,6120,11208,-41,-704,-81,4
-11528,6220,11348,-4,-702,-56,4
-11492,6224,11344,7,-757,-49,4
-11424,6204,11316,56,-781,-67,4
-11296,6292,11220,28,-747,-21,4
-11496,6288,11316,-254,-760,-254,4
-11448,6316,11204,-11,-757,2,4
-11420,6336,11100,-7,-701,-40,4
-11368,6364,11184,9,-658,-103,4
-11412,6344,11368,-55,-610,-105,4
-11460,6320,11340,-87,-639,-22,4
-11456,6276,11188,-33,-668,51,4
-11488,6160,11360,4,-733,103,4
-11388,6328,11104,23,-795,57,4
-11500,6256,11036,68,-800,14,4
-11352,6280,11132,7,-710,-47,4
-11568,6144,11160,19,-660,19,4
-11736,6236,11124,61,-728,51,4
-11460,6440,10984,33,-781,-57,4
-11352,6492,11248,-42,-685,-160,4
-11488,6616,11032,-127,-615,-315,4
-11200,6536,11268,-258,-366,-559,4
-11480,6320,11408,-270,-333,-556,4
-11600,6136,11296,-255,-389,-474,4
-11540,6092,11324,-172,-485,-330,4
-11564,6188,11200,-70,-604,-140,4
-11396,6184,11204,-251,-734,17,4
-11628,6072,11272,100,-828,194,4
-11592,6100,11152,187,-898,262,4
-11520,6348,11088,94,-841,157,4
-11548,6280,11072,82,-755,95,4
-11552,6260,11048,58,-789,163,4
-11592,6292,11036,42,-856,199,4
-11544,6256,11116,63,-828,142,4
-11476,6324,11172,43,-792,79,4
-11372,6452,11284,39,-821,69,4
-11340,6372,11220,32,-870,75,4
-11412,6296,11268,18,-850,27,4
-11712,6336,11308,28,-779,27,4
-11440,6388,11132,-23,-719,-20,4
-11436,6328,11084,-23,-718,-54,4
-11460,6160,11148,-64,-687,-97,4
-11404,6304,11304,-86,-627,-102,4
-11448,6232,11160,-113,-614,-73,4
-11484,6172,11248,-41,-649,-46,4
-11564,6236,11268,11,-740,14,4
-11396,6384,11020,32,-768,50,4
-11456,6280,11152,13,-801,93,4
-11520,6316,11476,3,-868,8,4
-11416,6380,11116,-31,-867,-51,4
-11400,6184,11256,-54,-790,18,4
-11476,6356,11164,-38,-1022,253,4
-11480,6344,11176,-42,-751,-249,4
-11296,6292,11012,-48,-742,33,4
-11404,6392,11288,-62,-691,11,4
-11420,6148,11068,-49,-658,-50,4
-11404,6340,11152,-23,-738,-38,4
-11412,6360,11224,-65,-717,-52,4
-11468,6288,11296,-57,-698,-66,4
-11460,6388,11116,-56,-662,-70,4
-11428,6320,11468,-254,-700,-83,4
-11280,6372,11020,1,-747,-98,4
-11464,6304,11064,251,-775,-80,4
-11444,6252,11116,-57,-741,-52,4
-11428,6200,11048,-32,-997,-17,4
-11512,6364,11156,-42,-748,-46,4
-11384,6336,11048,-52,-687,-24,4
-11496,6328,11344,-41,-726,-7,4
-11508,6188,11384,-50,-693,-27,4
-11376,6388,11148,-36,-701,244,4
-11752,6268,11176,-50,-722,-20,4
-11512,6604,10780,-25,-747,-17,4
-11424,6192,11332,-43,-681,-117,4
-11492,6336,11484,8,-738,-82,4
-11400,6324,11172,-22,-701,-90,4
-11268,6272,11196,-40,-737,-38,4
-11396,6364,11048,-39,-716,-74,4
-11504,6388,11084,-31,-680,-106,4
-11404,6344,11136,-44,-672,-78,4
-11480,6244,11492,-33,-731,35,4
-11348,6148,11044,-26,-750,-8,4
-11360,6312,11204,-46,-728,-44,4
-11764,6244,11188,-20,-713,-24,4
-11428,6604,11476,-35,-750,-13,4
-11456,6624,11444,-61,-722,-27,4
-11380,6376,11128,-57,-739,-34,4
-11444,6316,11164,-246,-734,-39,4
-11504,6316,11192,97,-720,12,4
-652,-15324,-5000,308,-3386,-1820,4
-296,-14900,-5648,724,-3386,-1526,4
-1380,-14380,-5980,782,-4229,-1411,4
-932,-14860,-6788,390,-4479,-2175,4
-644,-14924,-6540,556,-2950,-2874,4
-900,-14872,-5516,499,-2890,-3581,4
-512,-15204,-4820,665,-2813,-3520,4
600,-14624,-5128,717,-1177,-2775,4
792,-14708,-6156,566,-110,-2073,4
876,-14360,-7148,736,875,-1416,4
640,-13696,-6696,674,1212,-1523,4
900,-13712,-6408,478,1704,-1751,4
1400,-14128,-6352,283,2466,-1760,4
2008,-14504,-6088,108,2909,-2554,4
2664,-14664,-5324,214,3752,-2742,4
2704,-15096,-5080,242,3828,-3129,4
2880,-15980,-5176,827,3158,-3137,4
3740,-15564,-5944,938,3138,-3094,4
3524,-14592,-6520,796,3404,-3277,4
2988,-14004,-5968,489,2802,-3261,4
2632,-13352,-5148,377,816,-2513,4
2684,-13736,-4684,480,-132,-1361,4
2240,-14588,-3752,1018,-1050,149,4
1864,-14944,-3556,988,-3622,1293,4
1560,-14456,-3884,1017,-6268,2193,4
1512,-13760,-4860,-78,-9148,1439,4
1612,-13592,-6304,-836,-11087,59,4
2164,-14004,-7312,-849,-11484,-953,4
2576,-13448,-8060,-581,-10250,-714,4
2768,-13164,-8276,-422,-8773,442,4
3320,-13268,-8840,-494,-7414,896,4
3148,-13416,-8684,-379,-4110,980,4
2712,-13648,-8220,-662,-2504,1664,4
2572,-14156,-8120,-692,35,2264,4
1540,-15068,-7336,-698,2066,2862,4
916,-15460,-6216,-1110,2604,2111,4
1300,-15432,-5832,-993,2224,744,4
2396,-14300,-5936,-572,2560,-605,4
1452,-13944,-5020,-420,1661,-1595,4
980,-14044,-4448,-60,943,-1589,4
848,-15304,-4044,621,577,-998,4
592,-16856,-3768,1994,-355,-150,4
916,-16192,-4440,2842,-956,-549,4
792,-14636,-5248,2448,-1148,-3124,4
1444,-13192,-6096,1562,-1243,-5806,4
1408,-12540,-6172,1248,-412,-6729,4
2164,-11792,-6284,927,630,-6595,4
2168,-11988,-6316,722,928,-6156,4
2564,-11340,-5744,681,1373,-6511,4
3044,-12156,-6408,1017,3201,-7034,4
2696,-12304,-5928,582,1765,-7069,4
4936,-14764,-5916,1618,3209,-7212,4
3788,-16108,-5072,3503,5102,-4389,4
4000,-15772,-4460,5168,3368,-3496,4
4492,-15412,-3352,6024,3128,-6479,4
4248,-15840,-2320,6417,3073,-8070,4
5972,-15892,-2396,5970,2990,-9483,4
6652,-15260,-3576,6278,2589,-11103,4
6616,-13748,-3512,5784,2072,-10576,4
6800,-12832,-3048,5732,1797,-9301,4
7780,-12684,-2784,5793,2704,-8791,4
8264,-12624,-2300,5991,3940,-8510,4
8136,-12996,-1680,6603,4362,-8244,4
