ax,ay,az,gx,gy,gz,activity
1952,17456,1704,1834,739,2673,2
1124,17788,1944,908,1152,2407,2
-856,17404,1084,-178,-400,525,2
960,20096,24,-811,-1186,-3268,2
2624,24492,-352,-2213,342,-4779,2
1452,25596,-1568,-3308,-652,-6902,2
-112,18888,-3688,-5926,507,-11806,2
-556,14808,-4444,-6711,2036,-18033,2
-1112,14260,-5276,-6752,494,-20347,2
-1676,16560,-6200,-6270,-4146,-16769,2
-2688,19532,-9296,-6066,-10702,-12236,2
-1884,16664,-9412,-4776,-15869,-7564,2
96,15024,-5188,-2818,-15659,-4979,2
292,12772,-1876,-2037,-12690,-4575,2
12,11880,1000,-1025,-8496,-3961,2
-928,13564,2760,-1776,-5402,-2857,2
-1304,14700,3404,-2432,-4306,1051,2
-376,13348,1980,-2039,-1351,2138,2
-168,11380,1052,-458,2263,3209,2
-316,10168,868,1359,6330,2119,2
-1900,11116,240,3236,10110,2364,2
-4596,15348,-196,4093,11213,2585,2
-8724,19924,236,2347,8051,4075,2
-11240,20488,1056,-1613,1019,4082,2
-7248,16476,1984,-3967,-5273,2040,2
-4136,13872,2296,-4660,-5434,359,2
-2548,16944,-1652,-1511,-3460,-576,2
-180,24844,-5080,1730,688,-29,2
2208,17160,-3744,-669,4681,-2114,2
592,13500,-4424,-173,6124,-2355,2
344,11956,-4776,770,3080,813,2
536,10912,-3332,2939,3022,1864,2
-864,12696,-1140,4380,1190,1083,2
-692,16220,-1484,4605,1464,399,2
-3248,18580,-388,2796,-1518,941,2
-1752,18908,772,1027,-3798,3161,2
-76,17296,1136,-558,-2886,4185,2
-1108,16420,636,-1541,-2438,3208,2
-1604,14120,-744,-1164,-2237,1808,2
-3488,13220,-1636,-396,-4782,677,2
-2144,13308,-1040,508,-5685,456,2
-1100,14844,-544,916,-4963,236,2
-1044,15720,224,423,-4639,83,2
-1824,14928,608,-469,-5407,-573,2
-2936,13644,276,-1000,-6810,-1689,2
-3260,13088,-932,-917,-7190,-2071,2
-2256,14220,-1664,-381,-7424,-1142,2
-1084,15084,-1248,267,-7735,-596,2
-516,14660,808,1673,-7103,-1354,2
-176,14820,3584,2314,-6901,-1700,2
-712,15476,4316,2362,-5666,-2031,2
-1404,15652,4156,2115,-6105,-1708,2
-1228,15844,4836,1654,-6428,-2260,2
216,16656,4052,1055,-3251,-3017,2
-276,18364,2236,-124,946,-4402,2
-2232,19244,244,-1069,3943,-3737,2
-2988,18708,-1860,-1146,4841,-2242,2
-5856,21540,-3380,-298,3730,-2915,2
-4740,23344,-3372,-1180,1930,-2683,2
-6764,17528,-3260,-2075,-110,-3905,2
-8008,16640,-4344,-2334,-1556,-3650,2
-8348,17880,-3188,-2408,-4778,-3121,2
-7348,18528,-1824,-3944,-7507,-1978,2
-5512,18456,-692,-6013,-8832,-1384,2
-5680,19072,144,-8015,-10768,-1005,2
-5468,18736,-196,-8363,-9858,-1683,2
-2224,16524,-72,-7584,-5928,-1658,2
-3228,14508,-244,-7297,-2886,-2229,2
-4308,12112,696,-5540,-432,-5109,2
-6572,12420,2108,-2953,576,-6058,2
-6156,12940,2488,-1104,-1204,-4265,2
-5584,12648,2224,624,-1467,-2299,2
-4252,11812,1664,1073,-1206,-136,2
-4344,10392,2160,1459,-1215,897,2
-4968,9528,3008,2333,-2137,2479,2
-4940,9548,3728,3853,-3618,4783,2
-3644,10680,3732,6035,-4763,6808,2
-3128,12572,3736,6553,-3664,6651,2
-3052,14648,3332,5755,184,4989,2
-3892,16268,2684,4656,3651,3817,2
-4344,15376,2592,3998,4152,2534,2
-3424,13604,2168,3493,3223,3013,2
-3256,12276,1636,2916,4107,3775,2
-4036,11184,1256,2855,4066,3354,2
-2480,10332,564,2731,5780,2283,2
-2760,9712,96,2817,8226,120,2
-2516,11676,-924,4345,9732,-621,2
-4932,14264,-2816,4098,8351,69,2
-4256,15836,-2700,2911,4668,4191,2
-4904,17064,-1864,1621,146,7744,2
-5996,16284,-2036,406,-5175,8534,2
-7072,14476,-2424,-585,-8905,6348,2
-6896,14292,-2212,-189,-10222,4241,2
-7576,13788,-1648,303,-11670,5166,2
-7452,18292,-1660,1888,-17281,4306,2
-3776,31504,-3236,558,-23972,3582,2
1444,32767,980,-3439,-21005,1421,2
268,25168,6040,-7215,-13675,-1957,2
4504,22000,2020,-5088,-4955,-1304,2
652,16416,-1660,-305,-2633,-5738,2
1040,16256,-1948,1998,2261,-4227,2
2104,15788,-1536,2405,5835,-1508,2
1696,15820,-2136,3381,9332,-976,2
-860,17232,-3584,2937,10169,-870,2
-5856,18096,-4572,2542,5101,1784,2
-4184,17240,-2000,1196,-3707,5821,2
-1844,15708,72,524,-8816,7009,2
-428,16260,1176,-695,-7603,7321,2
-636,16148,84,-909,-3805,5873,2
-416,16000,-1204,23,1759,3591,2
-264,15896,-1000,1114,3706,1369,2
-224,15912,752,2193,3745,291,2
-928,16272,1696,2375,2701,1616,2
-952,16436,1700,1647,2382,3107,2
-544,15608,984,564,2453,2749,2
-436,15252,-700,107,2318,2358,2
-1408,15472,-1820,150,2034,2105,2
-2320,15148,-2212,248,388,1373,2
-2664,14228,-2040,575,-1601,279,2
-2680,14544,-1648,1011,-3040,-942,2
-1948,14784,-1384,1060,-4598,-1306,2
-1956,13908,-664,842,-6888,-1893,2
-1736,13040,-128,675,-8268,-2378,2
-1720,12560,-452,526,-9180,-3104,2
-412,11888,256,565,-8803,-3113,2
-1052,11876,1516,22,-8894,-3072,2
-648,13196,1744,61,-8479,-2645,2
-508,17756,1832,113,-7145,-2633,2
-24,19800,1700,119,-5223,-3207,2
-520,17024,2008,232,-3733,-3698,2
-1244,13408,1180,861,-2691,-4183,2
-2968,10668,1988,1716,-4091,-2971,2
-2924,11428,3040,2168,-5564,-2802,2
-2356,14756,3700,2683,-6486,-2245,2
-1476,17448,4072,2104,-4684,-2905,2
-748,20664,3168,174,-234,-5758,2
-3072,24992,368,-2036,3648,-7926,2
-4536,24136,-2004,-5044,3205,-8659,2
-9244,24764,-5040,-7049,684,-9873,2
-8812,25648,-5480,-8593,-4659,-6350,2
-7592,16356,-5484,-10253,-7337,-4786,2
-6836,14560,-3296,-7344,-7924,-3396,2
-6284,16492,216,-4879,-7011,-1918,2
-4180,17700,2248,-3985,-4599,-1880,2
-6140,16456,1480,-3228,-2227,-3087,2
-5620,14652,1016,-3499,-121,-2443,2
-5412,11620,712,-2663,1707,-2763,2
-5700,11464,1036,-1505,1905,-3448,2
-5936,11556,2316,1107,1312,-1526,2
-6052,12408,2212,3273,1015,827,2
-5224,13820,1556,3294,527,2488,2
-5324,13564,1200,2516,175,4072,2
-5004,13448,1656,2075,535,5697,2
-5588,13212,2572,2813,933,6647,2
-5412,13844,2400,3295,1807,4698,2
-4736,14340,1428,3079,4163,3233,2
-5580,14688,1064,2836,3586,3378,2
-6328,16088,736,2690,1626,4729,2
-5612,16356,956,2041,381,4009,2
-5352,15364,2176,780,-161,2018,2
-5776,14728,2032,-153,-1190,717,2
-4664,13336,1088,-387,-1269,52,2
-3236,12264,1256,142,380,-815,2
-3044,11688,544,1080,1796,-977,2
-3252,12764,-80,2172,1775,-334,2
-2936,12332,924,3115,1152,2224,2
-3360,12552,1380,3072,1598,2757,2
-3932,13772,56,2133,2114,1838,2
-6088,14728,-1124,952,-306,2157,2
-5660,15904,-2252,75,-4145,3721,2
-5092,16172,-2820,250,-5785,4171,2
-6924,14608,-3624,666,-10347,4871,2
-5896,13164,-2048,809,-15337,5002,2
-4396,12764,244,2084,-14892,3783,2
-4448,18608,120,4041,-14068,221,2
-1632,28468,-304,1082,-14422,-536,2
-688,27720,5248,-1522,-12718,1125,2
-2940,27396,1656,-4065,-10061,-2145,2
2624,14432,-1196,-1814,1840,-7999,2
1960,12896,-2040,458,8391,-5589,2
-580,16192,-3412,1609,8241,567,2
-3024,17456,-4284,1441,4269,3731,2
-5176,17600,-3548,1006,-1635,5435,2
-4132,16412,-2224,368,-6760,6304,2
-2960,15288,-1244,102,-7813,6344,2
-1384,13932,-1348,1922,-3140,3558,2
-1368,14308,-768,3668,-781,1542,2
-1996,16440,1300,3982,-717,1229,2
-1988,17568,3624,2438,-1640,2901,2
-2100,16012,2760,623,-1491,2669,2
-2968,14580,964,-414,-2438,1934,2
-2432,14804,-764,-455,-1079,577,2
-2660,15244,-1016,-675,-1414,-1246,2
-2132,12428,-664,-937,-1516,-3769,2
-2964,11336,-1368,323,-2190,-4896,2
-2368,14420,-1036,1596,-4826,-3544,2
-2216,12508,768,246,-7590,-2352,2
-2316,13280,-612,1533,-8962,-2211,2
-2200,17000,52,2480,-8921,-2116,2
-40,17604,2568,1190,-5935,-1797,2
-1608,15744,3952,1350,-3662,-3518,2
-1632,14832,4412,1519,-3027,-4984,2
-1980,13940,2932,785,-1967,-5076,2
-2660,16920,412,38,44,-4573,2
-4456,21564,-1960,-696,872,-2648,2
-5956,20176,-2908,-3104,-929,-1273,2
-10224,22320,-5400,-2756,-3787,-2575,2
-7892,20644,-1912,-4606,-4349,-1941,2
-6680,17304,-1300,-4985,-5404,-2134,2
-6124,17276,1068,-4734,-5234,-1666,2
-5252,17760,1316,-6488,-3512,-1682,2
-5724,16448,1676,-8374,-3085,-2103,2
-4404,14848,1384,-7926,-95,-1382,2
-4124,12436,856,-6061,3584,-3748,2
-5684,12684,536,-4130,3911,-4964,2
-6800,13920,980,-2378,1402,-1202,2
-5240,13552,708,-1113,892,876,2
-5364,11744,1132,-111,782,1315,2
-5332,10452,1148,1265,-182,4213,2
-4004,9604,1204,3190,-283,6415,2
-5376,9404,608,5655,-2048,9325,2
-4764,10564,768,8981,-3089,9781,2
-2212,13436,1988,8575,-2523,9144,2
-3816,14644,2152,7783,464,9063,2
-3832,20172,1036,6154,6856,3813,2
-6804,18996,1668,1671,700,2897,2
-7732,17560,2504,-2512,-7555,1887,2
-4980,15440,1904,-4508,-9731,-1797,2
-2568,11368,1184,-2260,-6683,-4977,2
1096,10560,648,2588,2233,-5022,2
548,13996,724,5235,8364,-1369,2
-1136,14944,668,4723,8779,3872,2
-6844,14596,-316,2875,1754,5849,2
-7716,16200,-2040,1246,-5470,4263,2
-5144,15792,-1756,316,-7735,3503,2
-3976,14100,-1376,666,-6990,3934,2
-7564,14588,-2448,1251,-10362,5616,2
-4512,22236,-3344,1494,-15524,1934,2
1508,26812,-344,-542,-14066,-1095,2
3916,23396,2616,-2562,-3084,-450,2
-1812,26604,-1528,-3071,-6194,-3266,2
-272,15620,-1544,-1823,-3206,-2639,2
2224,15896,-2904,-54,23,-218,2
3520,15672,-3204,1435,6508,203,2
72,16332,-3580,3029,8816,333,2
-4200,14808,-1452,3203,3069,1826,2
-4440,13980,-756,2019,-6491,5610,2
-2880,14116,-40,347,-12360,7426,2
-1592,15252,-1144,840,-10033,5212,2
944,16544,332,3178,-3653,-195,2
-148,17788,3384,3545,-241,-311,2
-2236,17612,2656,1293,-1396,532,2
-2424,16572,84,85,-1946,233,2
-1120,15512,-1128,212,219,-374,2
-1588,14724,-1316,993,1405,-880,2
-1712,14844,-1152,1030,639,-1568,2
-2224,14292,-456,1251,-1443,-1494,2
-1820,14704,-252,873,-3188,-980,2
-1524,13404,-100,637,-3310,-2147,2
-2704,13204,-556,470,-4150,-3013,2
-2656,13464,-1232,1150,-5384,-2932,2
-1856,14080,-976,1519,-5259,-3148,2
-1824,14804,120,1363,-5274,-2205,2
-1828,15976,1264,1371,-6420,-1678,2
-1656,15564,2660,839,-4715,-2620,2
-2440,13744,2808,1230,-2818,-2647,2
-1352,13996,3104,1392,-3118,-3028,2
-804,14588,2732,1079,-1675,-4016,2
-1344,19448,176,-178,1650,-3844,2
-3488,24172,-2032,-2943,1945,-2718,2
-6124,28660,-7048,-6133,2394,-3108,2
-7604,22244,-6524,-9336,-1069,-3314,2
-7196,14112,-7984,-9091,-2639,-5353,2
-8352,13596,-5624,-5373,-8879,-4118,2
-7400,16732,-2716,-4072,-11697,-703,2
-5816,19444,316,-5713,-9864,1936,2
-4072,18684,2080,-7666,-4183,-156,2
-4632,13712,2080,-6269,-3506,-1317,2
-4264,12860,1976,-3802,456,-3430,2
-3728,13248,2580,-1888,3181,-3511,2
-4736,13408,2604,-525,2782,-2730,2
-4900,13016,2260,-285,2742,-119,2
-4788,11196,1752,371,2191,1827,2
-5220,11180,1632,1084,589,4618,2
-4400,11152,2512,2154,-564,6592,2
-3996,11952,2608,3796,-1231,7166,2
-4176,14628,3240,4807,789,5441,2
-5560,17144,2796,4195,2805,3444,2
-4564,15892,676,3435,1770,2632,2
-4752,17672,-276,3367,330,3853,2
-5160,16544,824,1541,-2060,3196,2
-4376,14300,2024,943,-3478,2007,2
-4596,14332,1536,1173,-4191,736,2
-3064,14096,1296,2076,-2141,-784,2
-1676,13536,848,3285,593,-1397,2
-1088,13176,752,4043,3415,-1211,2
-2368,13124,788,3790,4220,1458,2
-3784,13248,512,2880,2473,2460,2
-4292,12716,408,2155,1978,2012,2
-4080,13228,-472,1633,1060,2738,2
-4528,14788,-1268,1545,-1461,3473,2
-6096,15360,-2036,1721,-5178,4355,2
-5776,15052,-484,996,-8415,5656,2
-6664,16356,-400,711,-11531,4989,2
-1524,26548,-3520,-1363,-13424,18,2
2340,25164,1972,-3203,-10259,2244,2
-3644,31716,-228,-5794,-7369,1406,2
80,20904,-3944,-5235,-4358,-5431,2
2060,11224,-2472,-2154,1134,-8377,2
2724,12652,-3556,2008,5889,-6227,2
2192,15720,-2264,1816,5695,-1389,2
1936,16892,-2940,2343,6234,1815,2
-2420,16416,-2944,2405,4650,5210,2
-3340,16884,-2656,2347,-908,5207,2
-2456,16104,-968,1574,-4868,6223,2
-2088,15760,92,894,-7458,6642,2
-2304,15040,716,280,-7484,5823,2
-1772,13976,-792,940,-5150,3142,2
-8,14968,-636,1687,-3077,847,2
100,15328,480,1962,-2416,327,2
-592,16028,1308,1867,-1782,1351,2
-2528,16596,940,1056,-3528,2299,2
-2988,15616,524,-116,-5707,1768,2
-2120,14428,-484,-713,-5775,530,2
-1148,13636,-1808,-399,-4064,-1357,2
-1296,13836,-2600,123,-3046,-2445,2
-2328,13648,-1732,940,-5729,-2331,2
-1560,12360,-792,1302,-7353,-2075,2
-996,13364,-560,2286,-8319,-2119,2
-588,14632,320,2369,-9308,-1205,2
-252,16304,2048,1614,-10467,641,2
-112,16380,3256,285,-10073,1275,2
-836,16092,2652,88,-7270,-201,2
-1308,15440,2196,246,-5581,-1407,2
-1780,14648,1924,956,-5184,-1914,2
-1088,14568,2440,1785,-4460,-2035,2
-1272,14544,3596,2350,-4702,-2886,2
-460,13484,3896,2602,-4670,-3029,2
-364,13648,3572,2890,-3752,-2742,2
-1288,17320,2516,1962,-1104,-4015,2
-2504,24192,1120,378,2080,-4719,2
-3536,26844,-644,-3363,4142,-4964,2
-8144,32088,-5056,-6624,3118,-5511,2
-6648,24548,-4912,-9872,-1603,-2640,2
-5668,16524,-6592,-10066,-2194,-2965,2
-5836,12976,-4952,-6866,-3850,-4085,2
-5440,12712,-2868,-4341,-7120,-4225,2
-4276,16224,-2120,-3636,-7619,-1452,2
-4640,18556,-428,-5630,-6360,799,2
-5960,16908,-1256,-6897,-5810,1256,2
-4972,15012,-720,-7290,-5298,1244,2
-8196,14568,2088,-7801,-4159,-2287,2
-5036,14856,1784,-7065,-3621,-784,2
-3496,13956,2528,-5057,-2138,-2762,2
-2748,13104,2428,-3411,786,-4059,2
-4324,10316,3696,-1091,597,-5093,2
-5168,8480,3060,1875,-247,-2646,2
-5056,8504,2472,4667,-1368,830,2
-3612,8140,2532,6940,-2583,3234,2
-3468,8192,2376,9795,-4203,3719,2
-2452,9636,2968,11444,-4503,4642,2
-2396,12688,2768,11868,-3371,4451,2
-1928,15440,3312,10011,-70,4479,2
-3288,16404,3624,8253,5905,3483,2
-4596,17204,2736,4785,9458,2322,2
-5576,16016,1396,2376,6485,3244,2
-6032,14980,744,208,2445,2583,2
-7208,14444,-516,-357,-504,2938,2
-7424,14524,-1800,-363,-1491,1198,2
-5576,14852,-1632,-261,-717,248,2
-3844,13844,-656,-11,-12,456,2
-3500,12952,416,1196,542,1549,2
-5332,12764,1532,2040,2730,3087,2
-8364,15192,564,1915,-286,2521,2
-6964,22844,-2544,-196,-6547,522,2
-836,31876,-1784,-3202,-12271,-867,2
2284,29256,-368,-3260,-12068,2009,2
-2608,23736,2640,-6042,-9669,3413,2
-604,20292,364,-3684,-6293,-111,2
2972,17892,-2876,-495,2918,-4745,2
3108,15832,-4348,1846,7127,-5400,2
3296,16644,-3844,3288,9441,-3483,2
1184,16336,-3632,2002,8544,244,2
-1664,15704,-2724,2107,5676,5726,2
-6060,17700,-1796,2258,-4656,8122,2
-1360,17620,-416,1251,-10250,8703,2
152,16480,1228,1004,-9979,7623,2
616,16664,1584,403,-5237,6635,2
-544,15516,-264,1147,-189,3980,2
628,15172,-396,2152,1835,929,2
556,15028,376,2599,3187,-774,2
84,15172,1384,2945,3328,-74,2
-1480,15392,1840,2184,1529,1250,2
-2700,15684,1524,608,-2135,2421,2
-2676,15352,272,-577,-4530,2960,2
-1968,15416,-796,-749,-4262,2376,2
-1624,16496,-1124,-659,-2433,1399,2
-1492,15008,-332,-897,-707,-1166,2
-1364,12256,-600,-762,-612,-4406,2
-1176,10804,-792,-34,-1793,-6110,2
-1444,10804,-1508,1187,-4122,-6146,2
-1348,11360,-924,2204,-6613,-4957,2
-1880,14024,-32,2650,-9318,-2991,2
-1576,15108,-648,2865,-10799,-1177,2
-2480,16540,-44,2550,-11857,435,2
-2476,16408,1804,1297,-12538,872,2
-328,15064,3204,1614,-10130,294,2
108,15040,4280,1968,-7501,-1198,2
844,14716,5808,2580,-5427,-2858,2
944,14920,6208,3220,-2605,-5045,2
-796,16752,5600,2274,44,-6242,2
-2196,20132,2492,939,3417,-6251,2
-3356,26560,-980,-1850,5159,-5811,2
-5236,26732,-4520,-5459,6039,-6048,2
-6600,24208,-6300,-7078,3042,-5225,2
-9616,19200,-6728,-8374,-1800,-6691,2
-9804,16620,-7752,-7483,-4804,-5315,2
-9212,15364,-5784,-5823,-10549,-3340,2
-6688,16248,-3724,-4858,-15231,-205,2
-3312,17468,-788,-4652,-13420,790,2
-2480,17752,1760,-5019,-7221,-1579,2
-4396,17960,2436,-6433,-3516,-887,2
-4304,14100,2860,-5184,-1711,-4267,2
-3860,12064,1980,-3598,1170,-3877,2
-3572,12280,1992,-2198,3144,-4175,2
-4008,11984,1212,-443,4225,-3682,2
-5228,11504,212,516,2231,-1811,2
-4720,11496,352,1363,831,1325,2
-5364,11320,288,1922,-287,4050,2
-4972,10060,904,3196,-1576,6044,2
-4772,10280,1664,4825,-3637,7692,2
-3956,11056,2196,6010,-5274,8603,2
-3980,12280,2972,5897,-4624,7804,2
-3872,14216,2776,5771,-2024,6438,2
-5272,14840,2528,5618,-218,5701,2
-5040,16728,1940,4808,-442,4112,2
-4752,16036,1680,3566,-645,2529,2
-4576,13636,1848,2010,-261,853,2
-4724,12236,1072,1101,-1685,-292,2
-3988,11904,736,1288,-1092,-1095,2
-2364,13760,640,1552,2775,-1410,2
-1560,14912,-340,1904,6137,-1643,2
-2508,16080,-568,1928,6679,49,2
-5360,15372,-1624,2172,4623,1833,2
-7924,14848,-2148,1195,789,3956,2
-7900,13760,-2920,678,-3169,4872,2
-5924,12288,-2688,681,-5980,5170,2
-6888,11952,-2792,1328,-6950,5808,2
-7104,17672,-2604,3379,-11030,4176,2
-2448,30228,-3588,2541,-18934,2767,2
2076,30552,4432,-2692,-20292,5457,2
-1092,29124,6552,-5894,-17924,6229,2
-5560,28736,2836,-9099,-17724,1364,2
3484,14880,-1696,-5035,-447,-7666,2
3788,11548,-1940,-213,5084,-10303,2
3512,12272,-4116,4062,8831,-6264,2
3452,15884,-3956,3836,8466,-2099,2
2140,16752,-4076,3222,7178,1356,2
-1540,16244,-4428,3354,8245,5888,2
-6808,18252,-3092,1892,-309,6761,2
-5972,16032,-440,930,-10176,6106,2
-2660,16508,1392,1103,-12822,6405,2
-776,15780,1980,105,-10324,6270,2
1748,13920,88,1144,-4434,3766,2
1944,15068,-544,2918,693,691,2
532,17452,96,3454,3726,-777,2
-1108,17996,2156,2985,1990,1713,2
-2268,16788,3220,1489,-813,3232,2
-2304,15800,2004,-134,-1617,2292,2
-2544,14692,-252,-763,-2705,1135,2
-1880,14328,-1968,-735,-2319,846,2
-2292,15140,-1764,-507,-1707,447,2
-3044,15256,-2492,184,-2255,-680,2
-2000,13980,-1632,522,-2605,-2498,2
-1800,13036,-960,1228,-4268,-3416,2
-1300,12036,28,1813,-5638,-2783,2
-2176,12244,-168,1994,-7817,-2268,2
-2792,13132,-144,1978,-10339,-989,2
-2408,14436,620,1943,-11679,132,2
-796,16068,1508,1305,-11414,-195,2
628,15480,2092,1028,-9297,-831,2
900,16848,2860,994,-6137,-2004,2
100,16068,3576,308,-3258,-2820,2
-2092,14668,2864,607,-2261,-3092,2
-2856,15520,1424,1374,-2531,-3057,2
-1672,14640,2800,1405,-3135,-1865,2
-988,12824,3704,1283,-2518,-2465,2
-1492,13236,2752,1833,-509,-3665,2
-2612,16436,1228,1237,989,-4587,2
-3728,21108,580,-242,637,-4398,2
-6488,26008,-384,-2450,1654,-5416,2
-5176,32767,-6584,-6343,879,-4447,2
-4932,25236,-4732,-11296,-67,-4881,2
-5656,16536,-6620,-10702,1789,-5552,2
-8576,14352,-6392,-7415,-3372,-4005,2
-7000,14292,-3912,-4712,-8433,-1224,2
-5096,15512,-2040,-3728,-9442,1521,2
-2104,16252,868,-3763,-6376,366,2
-2912,15896,1240,-4405,-2151,-1514,2
-4156,14720,552,-4697,-525,-3339,2
-5336,14684,100,-4109,-311,-3154,2
-5768,14732,268,-4096,-835,-3027,2
-4872,14104,452,-3673,797,-2995,2
-5696,14000,852,-2996,535,-3138,2
-5116,12608,2352,-2264,-2160,-2203,2
-4820,12264,2196,238,-2771,530,2
-4984,12376,1564,1280,-2505,1806,2
-4524,11812,2648,3507,-1876,2738,2
-4268,12084,2992,4863,-2489,4313,2
-4136,13368,2804,5599,-2562,4897,2
-4172,15608,2784,5482,-1597,4920,2
-4520,16876,2760,5368,1018,3651,2
-4100,15100,2164,4743,2268,2601,2
-4408,13392,1660,5011,2503,1546,2
-4772,14928,956,4867,2786,414,2
-4556,14596,176,3540,571,-996,2
-4120,13272,596,1827,-63,-1304,2
-3836,12004,512,1251,-81,-1694,2
-2780,11592,8,1640,1731,-1152,2
-2920,12716,-864,2141,2283,1146,2
-3580,13580,-1160,1982,1243,3210,2
-3628,13896,-1052,1709,-614,5101,2
-6076,14732,-2168,1057,-4549,7246,2
-6100,15360,-2736,1213,-8457,7399,2
-5180,15396,-252,-108,-11069,7203,2
-5428,14948,1144,-91,-11885,7939,2
-7624,17096,112,774,-13401,7163,2
-2924,27952,-1420,-895,-15028,1479,2
1396,25496,2128,-1463,-10224,-291,2
2332,19144,4848,-1703,410,-1389,2
-2804,27048,900,-1326,2163,-2797,2
3688,17392,-1288,-1009,7687,-5653,2
4272,15364,-3032,792,13034,-6974,2
3120,16512,-3568,-116,12192,-3226,2
596,15792,-5044,-706,9630,3884,2
-3640,14028,-6020,668,1725,9191,2
-3368,14064,-3396,1622,-6388,6832,2
-2228,15484,-1320,1144,-9690,6134,2
1264,16196,-280,1673,-6456,5005,2
1484,16696,292,2055,-3045,2499,2
-524,16340,1184,2373,-2334,1729,2
-1412,16212,820,2352,-3409,2483,2
220,16492,1244,1819,-2304,1867,2
-1420,16060,952,547,-2069,1200,2
-2160,15828,-148,-512,-2834,17,2
-2464,14616,-1136,-841,-2996,-2306,2
-2176,13300,-1404,-735,-3103,-5228,2
-1104,11884,-1760,-7,-4052,-5633,2
-2920,12204,-1308,700,-6993,-4853,2
-2324,14284,-2752,2336,-9829,-2493,2
-576,13448,-160,2815,-11490,-2155,2
-1000,14832,1484,2892,-9793,-1546,2
-2144,17428,3884,1456,-8233,-243,2
-76,14892,5344,-55,-4713,-2206,2
-1008,15968,3304,-59,-3065,-2566,2
-240,15788,2904,-144,-447,-3530,2
-588,14184,940,-84,2717,-4497,2
-2956,16204,-1368,-44,3473,-4387,2
-4384,20200,-2380,-212,2138,-4416,2
-4724,19756,-2400,-2623,486,-5005,2
-11236,28272,-5768,-3954,-4970,-4865,2
-6440,21696,-1656,-9960,-7337,-2166,2
-6496,13336,-3112,-8431,-9727,-3059,2
-5248,16892,-952,-5277,-8462,-3083,2
-6108,20512,-32,-6158,-8629,-1468,2
-4312,19300,404,-9441,-6257,749,2
-3392,16956,1288,-10528,-21,-2174,2
-5556,13304,2188,-8388,3372,-8266,2
-7076,13012,2172,-5277,2513,-7437,2
-4072,13416,3156,-3814,2086,-4514,2
-4904,11948,3888,-1983,3550,-4021,2
-6184,10796,3192,-561,2029,-1394,2
-6324,10168,3032,1386,258,2332,2
-5732,10372,2912,3188,-202,4557,2
-5020,10836,3192,4657,-1892,6938,2
-4548,10792,2756,6324,-2759,8406,2
-4552,11716,1868,7241,-2737,8360,2
-4780,12604,1588,8517,-2127,6771,2
-3492,12476,1448,8954,-335,5837,2
-2928,12884,2536,9425,3020,4743,2
-4464,15320,1868,8905,4926,3890,2
-5588,15700,-244,5640,3638,4676,2
-4384,13068,-156,3784,3874,2782,2
-4672,10880,60,2585,4760,878,2
-5612,11480,-1084,1383,3812,373,2
-5348,14372,-2036,1257,-258,1824,2
-5056,17400,-844,1992,-4533,4169,2
-5768,14840,496,895,-6290,6982,2
-10152,15472,-280,159,-11174,5602,2
-2788,27392,-3784,-3018,-15657,1327,2
2616,26964,2312,-4290,-13042,1898,2
-1840,27048,2648,-6627,-10015,3242,2
-820,26860,-1588,-4812,-8039,-1496,2
3128,15916,-2924,-2686,-284,-6922,2
3148,12288,-4704,1157,6264,-3683,2
3544,15140,-2916,2120,7908,-1474,2
2036,16916,-3092,3424,9367,2281,2
-5832,19252,-900,2552,-2151,8344,2
-1980,17256,488,958,-9257,8180,2
-1484,17468,744,-445,-8089,7134,2
-848,14748,-1640,-5,-3544,4305,2
812,13604,-1496,2738,2391,-861,2
508,16124,288,4076,3462,-879,2
-496,17976,2528,3040,378,2406,2
-88,17016,2644,880,-1306,4340,2
-1304,16428,288,-514,-3010,5056,2
-960,15548,-1828,-684,-1084,3903,2
-1324,15196,-2072,440,527,1056,2
-456,14652,-988,1430,278,-826,2
-400,14884,48,1782,-844,-788,2
-588,16168,40,1481,-2207,34,2
-652,16460,-72,1246,-2847,264,2
-396,16188,-348,1134,-3035,-34,2
484,15264,20,671,-3101,-1759,2
-620,14820,288,20,-3364,-2512,2
-532,14604,-120,-1035,-3429,-3639,2
-1528,13884,-672,-1387,-5204,-4180,2
-936,12380,-748,-1403,-5193,-3854,2
-1424,11476,-984,-341,-5093,-3450,2
-1244,12220,-1852,1436,-5529,-1892,2
-548,12872,176,3417,-6181,-937,2
-1300,15560,3132,3264,-6660,286,2
-1924,18072,6376,1024,-8292,1130,2
20,16292,6704,-38,-2693,-2763,2
-448,13980,4904,381,3586,-6898,2
-1464,15512,2228,-706,7209,-9218,2
-3616,21992,-1172,-530,8778,-10243,2
-3152,32511,-6492,-3424,5458,-7411,2
-4784,19820,-4684,-9506,2585,-5845,2
-7972,14512,-8540,-5978,2137,-6938,2
-9304,17660,-7532,-2037,-6133,-4350,2
-5668,17656,-3160,-1962,-10008,-417,2
-3764,19188,272,-3620,-9503,1390,2
-5192,20088,1624,-5957,-8909,2410,2
-5144,18456,792,-7778,-7633,4011,2
-3760,15676,1252,-7443,-2931,2203,2
-3264,15060,1080,-6053,951,-1558,2
-5356,15848,988,-5199,1318,-4738,2
-6932,16916,1992,-5878,543,-3998,2
-4960,15480,2228,-6064,2764,-4396,2
